Gene1	Gene2	Status	Description
G23	G1965	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G120	G2008	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4411	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G3484	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G784	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G74	G2805	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G167	G1133	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G330	G2894	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G138	G964	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G39	G4069	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G1794	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2238	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G847	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G2404	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G4374	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1962	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G39	G1848	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G4168	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G84	G3331	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G227	G3953	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G169	G1212	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G1408	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3129	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2141	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G3058	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G48	G1581	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G4	G4157	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1838	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G58	G2324	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G1554	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G900	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3994	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3321	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G769	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G2445	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G2680	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4270	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2340	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2895	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G140	G465	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3398	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2269	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G107	G879	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3142	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2375	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G254	G2314	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G593	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G309	G574	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G4361	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G2924	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G4481	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G2392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G443	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G22	G219	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G106	G236	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1371	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G58	G3751	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G2222	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3739	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G44	G1888	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G188	G2929	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G4186	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G992	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3731	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G2837	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1355	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1190	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G4016	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G1904	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G4125	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2926	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G4411	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G340	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G876	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G188	G3162	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G199	G2619	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4237	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G343	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G353	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G847	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G791	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G183	G3953	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G879	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G4166	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G480	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G1771	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1049	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G120	G1954	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G25	G2822	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G3419	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3785	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2505	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G1708	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G3195	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G1589	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G4167	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G2595	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G205	G4213	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3554	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3638	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2242	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G3302	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3484	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G140	G3973	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3528	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G74	G2000	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G4119	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G4323	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G260	G4327	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3399	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1557	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2527	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G199	G853	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G1705	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G3835	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G926	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G176	G1778	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G61	G3278	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G83	G1631	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3282	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G56	G4157	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4125	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4275	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1830	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G4505	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G3755	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G144	G558	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3621	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G1307	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G876	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G4106	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2319	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G170	G3253	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G166	G3609	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1645	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G678	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2321	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G4255	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4101	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G89	G2553	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3047	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G684	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1290	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2773	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G538	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G303	G4098	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G319	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G178	G1962	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G4	G1029	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G11	G1783	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G151	G2887	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G3647	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G1963	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1744	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4469	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G232	G4107	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3727	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2479	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G303	G791	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3528	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G340	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G160	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G125	G3668	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3561	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3831	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G4146	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2559	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2500	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3742	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3184	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3610	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2031	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3189	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3282	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3769	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G69	G4296	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G4125	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2666	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2637	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G876	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G2249	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G887	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2043	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G207	G3200	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3073	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G4057	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3966	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G1462	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G3371	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G271	G2821	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1505	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G144	G2128	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G492	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G3048	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G164	G3260	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2818	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3433	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G534	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G1330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G835	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1997	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G138	G1206	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2516	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4245	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G170	G3927	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G2971	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G150	G3325	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G166	G1772	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G309	G1020	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3798	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G305	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G437	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G2360	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G224	G1101	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G1545	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1212	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1530	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1643	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G544	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G199	G1365	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G4322	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G109	G3248	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G3031	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1730	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1950	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G140	G4492	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1822	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3530	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G1705	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G235	G774	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G188	G259	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G138	G2137	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G4439	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G1905	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G197	G4395	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G66	G3189	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G4271	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G876	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G210	G433	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G2392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3828	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1996	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G431	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G151	G4032	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G847	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G305	G1601	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G2222	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3108	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3840	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2265	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G4035	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G1408	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2303	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1927	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G142	G2782	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1394	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1464	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G150	G3345	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G147	G2072	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3810	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G2516	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3483	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G253	G1526	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1526	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G31	G1155	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1019	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G197	G4111	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1532	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2761	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G1771	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G22	G110	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1927	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3561	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3861	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G4196	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G864	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G2760	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2264	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G659	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3656	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1705	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G2924	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G151	G998	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G254	G2709	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G89	G972	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G1557	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G936	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G279	G1878	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1133	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2708	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G145	G1051	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3457	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G2837	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4113	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G2249	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G11	G448	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3730	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3326	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1817	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G2613	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G269	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G353	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3330	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3374	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G188	G2709	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3755	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G2668	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1539	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G208	G1280	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G223	G797	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1871	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G44	G1018	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3983	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4344	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G1817	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G2886	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G449	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G4065	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2043	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G900	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G340	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G69	G4447	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3971	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3256	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G110	G2723	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G174	G424	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G2440	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G48	G3068	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3537	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G140	G1427	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1950	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G1730	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1499	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G3708	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4145	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G4469	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3012	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G544	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G74	G1586	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G796	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G11	G3659	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G192	G2754	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G2133	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G10	G1952	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G282	G2368	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G170	G4086	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G247	G392	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G23	G872	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G43	G3628	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G170	G2699	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G2451	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G219	G3679	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G3530	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2724	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G3447	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G99	G2474	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G69	G2763	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G2500	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G1895	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G1190	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G277	G2258	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3184	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4151	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G3938	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G19	G2737	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G4361	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G61	G4437	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G259	G666	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G86	G2744	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G220	G3731	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G313	G684	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G330	G1535	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G7	G281	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G221	G1355	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G3036	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G83	G2610	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G3127	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G55	G2926	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G492	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G107	G2775	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G268	G1776	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G73	G4027	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G56	G907	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G244	G3371	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G255	G2130	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G92	G4344	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G138	G259	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G116	G3073	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G281	G2404	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G333	G3537	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G13	G3497	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G118	G1492	True Positive	Interação predita pelo SCENIC+ que está no gold standard
G2	G688	True Positive	Interação predita pelo SCENIC+ que está no gold standard
